id,esco_occupation,isco_code,onet_code,onet_occupation,matching_job_titles,semantic_similarity,confidence,concept_uri
193,civil engineering technician,3112,17-3022.00,civil engineering technicians,['civil engineering technician'],0.9060652792453765,2.0,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a
430,energy conservation officer,3112,47-4099.03,weatherization installers and technicians,na,0.8411398231983185,0.5,http://data.europa.eu/esco/occupation/23a61ff1-c954-4867-b982-a018b535f98b
764,construction safety manager,3112,29-9011.00,occupational health and safety specialists,"['safety manager', 'health and safety manager', 'safety officer', 'safety advisor']",0.8480381429195403,1.0,http://data.europa.eu/esco/occupation/3f54ceba-3c4e-4ba1-8ddb-9e49a881a60a
785,corrosion technician,3112,47-4011.00,construction and building inspectors,na,0.7694838702678681,1.0,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729
970,railway infrastructure inspector,3112,53-6051.00,transportation inspectors,na,0.7866279661655426,1.0,http://data.europa.eu/esco/occupation/511c8e9f-b19e-4ae8-9959-c047e7410441
1183,surveying technician,3112,17-3031.01,surveying technicians,"['surveying technician', 'engineering technician', 'surveyor', 'land survey technician', 'survey party chief', 'survey technician']",0.7834711492061615,1.0,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f
1300,construction safety inspector,3112,47-4011.00,construction and building inspectors,['safety inspector'],0.8181031167507172,1.0,http://data.europa.eu/esco/occupation/6d1e2801-3ab0-4d74-ac27-918339e8db64
2412,energy analyst,3112,13-1199.01,energy auditors,['energy analyst'],0.8498742669820786,1.0,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d
2598,energy consultant,3112,13-1199.01,energy auditors,['energy consultant'],0.8136807978153229,1.0,http://data.europa.eu/esco/occupation/de74eb4e-c95e-425a-9b3a-7be805ec0321
1519,hydropower technician,3113,51-8099.04,hydroelectric plant technicians,['hydroelectric plant technician'],0.9394310921430586,1.0,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995
1849,electrical engineering technician,3113,17-3023.03,electrical engineering technicians,"['electrical engineering technician', 'electrical equipment technician', 'electrical technician']",0.8840996384620667,1.0,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389
482,electronics engineering technician,3114,17-3023.01,electronics engineering technicians,['electronics engineering technician'],0.8859969258308411,1.0,http://data.europa.eu/esco/occupation/27811419-407f-4868-a388-2f7df7aafd91
2114,mechanical engineering technician,3115,17-3027.00,mechanical engineering technicians,na,0.8925159990787506,2.0,http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3
646,chemical engineering technician,3116,17-2041.00,chemical engineers,na,0.8502362757921218,1.0,http://data.europa.eu/esco/occupation/35bc3847-58ad-46f5-8921-e58acc2762a6
83,metallurgical technician,3117,17-2131.00,materials engineers,['metallurgist'],0.8427126616239548,0.5,http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5
1871,mine surveying technician,3117,17-3031.00,surveying and mapping technicians,na,0.8041682571172715,1.0,http://data.europa.eu/esco/occupation/9ce12690-c3bf-4135-b7a5-b666bb8c68f5
2705,geotechnician,3117,19-4041.01,geophysical data technicians,"['geotechnician', 'geologist']",0.8120878785848618,1.0,http://data.europa.eu/esco/occupation/e9665bdf-2989-4dc5-9aa9-7b791e489779
2848,mine safety officer,3117,17-2151.00,"mining and geological engineers, including mining safety engineers","['mine inspector', 'mine safety manager']",0.8383861243724823,1.0,http://data.europa.eu/esco/occupation/f83f19ca-b816-484a-b8be-92b7785121ea
2881,desalination technician,3117,51-8031.00,water and wastewater treatment plant and system operators,na,0.8173882246017456,1.0,http://data.europa.eu/esco/occupation/fad4abdf-fe1b-4751-8253-aef40b49afe0
918,3D printing technician,3118,17-3011.01,architectural drafters,na,0.6647673457860946,0.5,http://data.europa.eu/esco/occupation/4cf7be91-fed9-47a7-9ca9-e74c7eb6becb
1591,clothing CAD technician,3118,17-3019.00,"drafters, all other",na,0.49153908044099814,1.0,http://data.europa.eu/esco/occupation/849a656c-8559-4471-91ed-442c42b0b641
1730,printed circuit board designer,3118,17-3012.01,electronic drafters,na,0.8553456991910935,2.0,http://data.europa.eu/esco/occupation/91e35fd9-ac59-48ef-8416-c06a201b2da8
1945,drafter,3118,17-3013.00,mechanical drafters,['drafter'],0.8315124720335006,2.0,http://data.europa.eu/esco/occupation/a4869ae9-2dfe-48cc-bd97-f803880f3407
113,commissioning technician,3119,17-3026.00,industrial engineering technicians,na,0.7929519951343537,1.0,http://data.europa.eu/esco/occupation/08f5481e-9233-4ef2-9e4b-945224879ce5
227,footwear product developer,3119,17-3029.06,manufacturing engineering technologists,na,0.6618468105793,1.0,http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d
454,photonics engineering technician,3119,17-3029.08,photonics technicians,"['photonics engineering technician', 'photonics technician', 'photonics engineering technologist', 'laser technician']",0.861501294374466,1.0,http://data.europa.eu/esco/occupation/250d6493-68ab-4d69-ba67-c10293a20f49
612,utilities inspector,3119,47-4011.00,construction and building inspectors,na,0.811264717578888,1.0,http://data.europa.eu/esco/occupation/3288a2fe-4934-47c8-ad0b-11b16c9cd461
786,product development engineering technician,3119,17-3029.06,manufacturing engineering technologists,na,0.8607175767421722,1.0,http://data.europa.eu/esco/occupation/42381741-f3a7-4b26-b35c-da6fad9f1cfd
997,process engineering technician,3119,17-3026.00,industrial engineering technicians,['process engineer'],0.8781235873699188,1.0,http://data.europa.eu/esco/occupation/53be4843-8f31-4645-b25c-9a5bbb04f6b6
1044,automation engineering technician,3119,17-3023.01,electronics engineering technicians,['automation technician'],0.8783886432647705,1.0,http://data.europa.eu/esco/occupation/5791a961-4717-4230-a245-a4082a675f04
1079,footwear production technician,3119,17-3029.06,manufacturing engineering technologists,na,0.7075220912694931,1.0,http://data.europa.eu/esco/occupation/59dae100-fdfe-44bd-8bd8-a0d3cd813ce4
1396,textile process controller,3119,17-3026.00,industrial engineering technicians,na,0.8025466442108153,1.0,http://data.europa.eu/esco/occupation/745c8bb3-b50b-4380-9377-1b68a6576986
1562,airport maintenance technician,3119,53-2022.00,airfield operations specialists,na,0.8525572746992112,1.0,http://data.europa.eu/esco/occupation/822bbc2d-bc6a-4fb5-afb8-89170120c6d8
1669,pipeline compliance coordinator,3119,17-3025.00,environmental engineering technicians,na,0.7507146716117858,1.0,http://data.europa.eu/esco/occupation/8b828b9f-e41a-48d1-9d35-2c4378279a79
1835,quality engineering technician,3119,17-2199.02,validation engineers,['quality specialist'],0.8380972325801849,1.0,http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319
1967,leather goods manufacturing technician,3119,17-3029.06,manufacturing engineering technologists,na,0.6111959278583526,1.0,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d
2072,food technician,3119,19-1012.00,food scientists and technologists,na,0.7972857654094696,1.0,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689
2229,industrial engineering technician,3119,17-3026.00,industrial engineering technicians,['industrial engineering technician'],0.8778156518936158,2.0,http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668
2377,aviation safety officer,3119,53-6051.01,aviation inspectors,na,0.8643853187561035,0.5,http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705
2506,leather goods product developer,3119,17-3029.07,mechanical engineering technologists,na,0.653017023205757,1.0,http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304
1108,mine supervisor,3121,47-1011.00,first-line supervisors of construction trades and extraction workers,"['mine supervisor', 'mine foreman']",0.8129340708255768,1.0,http://data.europa.eu/esco/occupation/5c14982e-375d-47c5-9ea1-e9bcf3884643
244,waste management supervisor,3122,51-1011.00,first-line supervisors of production and operating workers,na,0.7379095315933227,1.0,http://data.europa.eu/esco/occupation/139fba7b-6c1f-40ee-8acf-78f97e57c905
776,production supervisor,3122,51-1011.00,first-line supervisors of production and operating workers,"['production supervisor', 'production team leader', 'manufacturing supervisor']",0.8548568457365036,1.0,http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3
1182,food production planner,3122,51-1011.00,first-line supervisors of production and operating workers,na,0.7081990763545036,1.0,http://data.europa.eu/esco/occupation/623958d6-775c-4586-b928-86582d9d1b69
1767,dairy processing technician,3122,51-1011.00,first-line supervisors of production and operating workers,na,0.7388797953724862,1.0,http://data.europa.eu/esco/occupation/952c766a-db5c-42b2-809d-d14cbb02cdb6
2093,industrial assembly supervisor,3122,51-1011.00,first-line supervisors of production and operating workers,"['quality supervisor', 'assembly line supervisor']",0.8526142239570618,2.0,http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed
175,construction general supervisor,3123,47-1011.00,first-line supervisors of construction trades and extraction workers,['construction supervisor'],0.8433361411094665,1.0,http://data.europa.eu/esco/occupation/0dd7e6cd-2e5a-4fae-9ce0-6a3622d4019f
2668,underwater construction supervisor,3123,47-1011.00,first-line supervisors of construction trades and extraction workers,na,0.6985582888126374,1.0,http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e
1361,power production plant operator,3131,51-8013.00,power plant operators,"['power plant operator', 'power station operator']",0.8361771911382675,1.0,http://data.europa.eu/esco/occupation/72381086-cb6e-455e-a40b-ccb26550aab6
326,water treatment systems operator,3132,51-8031.00,water and wastewater treatment plant and system operators,"['water treatment operator', 'water system operator']",0.8281790763139725,1.0,http://data.europa.eu/esco/occupation/1ab184b6-de00-4476-ba1d-c6a71c668be3
334,liquid waste treatment plant operator,3132,51-8031.00,water and wastewater treatment plant and system operators,"['liquid waste treatment plant operator', 'liquid waste treatment plant operator']",0.7818074017763138,2.0,http://data.europa.eu/esco/occupation/1b48fbd2-688f-4ba9-b430-86b2ae273724
754,incinerator operator,3132,51-8099.02,methane/landfill gas generation system technicians,na,0.8095384895801544,1.0,http://data.europa.eu/esco/occupation/3e626058-f669-4503-84ec-6ae1a6077a61
1527,water plant technician,3132,51-8031.00,water and wastewater treatment plant and system operators,"['water plant operator', 'water treatment technician', 'water treatment plant operator']",0.8654677838087083,2.0,http://data.europa.eu/esco/occupation/7f800e7d-9d86-406a-9116-b5eca7526869
2494,wastewater treatment operator,3132,51-8031.00,water and wastewater treatment plant and system operators,['wastewater treatment operator'],0.8444877028465271,2.0,http://data.europa.eu/esco/occupation/d43e9693-7087-412c-b54c-e9068012630a
2552,wastewater treatment technician,3132,51-8031.00,water and wastewater treatment plant and system operators,['wastewater treatment plant operator'],0.8622524201869964,1.0,http://data.europa.eu/esco/occupation/d99e2022-cbe1-4aaa-8f9d-7db129d61f0c
2915,solid waste operator,3132,51-8099.02,methane/landfill gas generation system technicians,na,0.8332046806812287,1.0,http://data.europa.eu/esco/occupation/fd6a1c18-b0ff-419f-a36a-e05957452d55
1921,chemical processing plant controller,3133,51-8091.00,chemical plant and system operators,"['chemical operator', 'chemical plant operator']",0.8174124658107758,1.0,http://data.europa.eu/esco/occupation/a241eff8-309b-43ae-8890-ac4cfbd3067c
36,petroleum pump system operator,3134,51-8093.00,"petroleum pump system operators, refinery operators, and gaugers",na,0.8061331272125244,2.0,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e
405,oil refinery control room operator,3134,51-8093.00,"petroleum pump system operators, refinery operators, and gaugers",['process operator'],0.8190435886383056,2.0,http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116
843,gas processing plant control room operator,3134,51-8092.00,gas plant operators,"['process plant operator', 'gas processing plant operator']",0.8199438363313676,2.0,http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc
1475,refinery shift manager,3134,51-1011.00,first-line supervisors of production and operating workers,['shift supervisor'],0.8037922441959381,0.5,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9
2472,gas processing plant operator,3134,51-8092.00,gas plant operators,"['gas processing plant operator', 'gas distribution plant operator']",0.9000163495540618,2.0,http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775
984,metal furnace operator,3135,51-4051.00,metal-refining furnace operators and tenders,"['metal furnace operator', 'blast furnace operator', 'smelter', 'smelter operator']",0.8219079673290253,2.0,http://data.europa.eu/esco/occupation/528e63a7-91be-4477-be2f-69ce82deb726
957,industrial robot controller,3139,51-4011.00,"computer-controlled machine tool operators, metal and plastic",na,0.8105800032615662,1.0,http://data.europa.eu/esco/occupation/5001506f-dd7d-4801-92ac-6f7e93b45133
1609,automated assembly line operator,3139,51-2092.00,team assemblers,['production line worker'],0.8448039442300797,1.0,http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d
2454,pulp control operator,3139,51-9196.00,"paper goods machine setters, operators, and tenders",na,0.7561273127794266,1.0,http://data.europa.eu/esco/occupation/d0d7d777-073f-4c33-8f27-1d4a0e8e626f
172,biotechnical technician,3141,19-4021.00,biological technicians,na,0.8433051437139512,1.0,http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34
956,scientific laboratory technician,3141,19-4021.00,biological technicians,['laboratory assistant'],0.8532076269388198,2.0,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6
383,agricultural technician,3142,19-4011.01,agricultural technicians,"['agricultural technician', 'biotechnician']",0.8190527617931367,1.0,http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8
2897,forestry technician,3143,19-4093.00,forest and conservation technicians,['forestry technician'],0.8440167248249053,1.0,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93
626,fisheries refrigeration engineer,3151,53-5031.00,ship engineers,na,0.7115380167961121,1.0,http://data.europa.eu/esco/occupation/340b04fd-6312-47e5-80ff-28222a343864
1295,ship duty engineer,3151,53-5031.00,ship engineers,na,0.8565739929676056,2.0,http://data.europa.eu/esco/occupation/6ce86c90-36cc-43ef-a1e0-885d8151f976
1875,ship assistant engineer,3151,53-5031.00,ship engineers,na,0.8331624180078507,2.0,http://data.europa.eu/esco/occupation/9dbbeb2c-0d51-4c03-8ef6-8dfa7360db22
2420,marine chief engineer,3151,53-5031.00,ship engineers,['chief engineer'],0.8546681076288224,2.0,http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31
389,maritime pilot,3152,53-5021.03,"pilots, ship","['maritime pilot', 'ship pilot', 'marine pilot']",0.8100491315126419,2.0,http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777
1202,helmsman,3152,53-5021.02,"mates- ship, boat, and barge",na,0.7289024323225022,1.0,http://data.europa.eu/esco/occupation/6474e4d4-e3a6-4e88-83ee-971ebbf954e9
2652,deck officer,3152,53-5021.00,"captains, mates, and pilots of water vessels","['deck officer', 'first mate']",0.7811639577150344,0.5,http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1
2752,skipper,3152,53-5021.01,ship and boat captains,"['boat captain', 'ship captain', 'shipmaster']",0.7666434794664383,1.0,http://data.europa.eu/esco/occupation/ee646fa1-3f09-4e43-9275-3aa958ca00ae
2785,ship captain,3152,53-5021.01,ship and boat captains,"['ship captain', 'sea captain', 'shipmaster']",0.7848662912845612,2.0,http://data.europa.eu/esco/occupation/f2a416b8-c7e4-49ee-964d-a49f6af79b84
