id,esco_occupation,isco_code,onet_code,onet_occupation,matching_job_titles,semantic_similarity,confidence,concept_uri
1349,agricultural inspector,3359,45-2011.00,agricultural inspectors,['agriculture inspector'],0.8322033375501632,1.0,http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229
2319,fisheries observer,3359,33-3031.00,fish and game wardens,na,0.7481262981891632,1.0,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d
2405,consumer rights advisor,3359,13-1041.07,regulatory affairs specialists,na,0.7698284804821014,1.0,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d
2555,weights and measures inspector,3359,13-1041.02,licensing examiners and inspectors,['weights and measures inspector'],0.7630539596080781,1.0,http://data.europa.eu/esco/occupation/d9f67d41-5e35-49c1-82a4-05ed94fbc3ab
194,court clerk,3411,23-1012.00,judicial law clerks,"['judicial assistant', 'judicial clerk', 'judicial law clerk']",0.9024419993162155,2.0,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2
1127,court bailiff,3411,33-3011.00,bailiffs,"['court bailiff', 'bailiff', 'court security officer']",0.7746390998363495,1.0,http://data.europa.eu/esco/occupation/5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6
1428,private detective,3411,33-9021.00,private detectives and investigators,"['private detective', 'private investigator', 'private eye']",0.8002236455678939,2.0,http://data.europa.eu/esco/occupation/771a47c9-9cf4-4368-9752-2a1ea5a783d7
1735,legal assistant,3411,23-2011.00,paralegals and legal assistants,"['legal assistant', 'law clerk', 'corporate legal assistant', 'judicial assistant', 'legal aide', 'corporate law assistant', 'paralegal', 'paralegal specialist']",0.8470069706439971,1.0,http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368
1990,court administrative officer,3411,43-4031.01,court clerks,['court clerk'],0.8833888620138168,1.0,http://data.europa.eu/esco/occupation/a7f63810-a21a-4e7e-8aa2-6637d14ea3c1
1996,conveyance clerk,3411,23-2011.00,paralegals and legal assistants,na,0.7577406227588653,0.5,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe
2130,court enforcement officer,3411,33-3011.00,bailiffs,"['court bailiff', 'bailiff']",0.7362373232841491,1.0,http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1
2204,case administrator,3411,23-2011.00,paralegals and legal assistants,na,0.7487847656011581,1.0,http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212
29,legal guardian,3412,21-1093.00,social and human service assistants,na,0.7807454884052277,1.0,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860
954,social work assistant,3412,21-1093.00,social and human service assistants,na,0.8602792799472809,2.0,http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3
1700,social care worker,3412,21-1093.00,social and human service assistants,na,0.8143045008182526,1.0,http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab
1741,crisis helpline operator,3412,21-1093.00,social and human service assistants,na,0.7280341327190399,0.5,http://data.europa.eu/esco/occupation/92df4ee3-bce3-45f6-a693-597df1b96f43
2901,life coach,3412,21-1093.00,social and human service assistants,na,0.8106312811374665,1.0,http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932
620,monk/nun,3413,21-2099.00,"religious workers, all other","['monk', 'nun']",0.6766282230615616,2.0,http://data.europa.eu/esco/occupation/33ae2ba9-9835-410f-8ea6-e5ac991f5975
1227,pastoral worker,3413,21-2011.00,clergy,na,0.8136309951543808,1.0,http://data.europa.eu/esco/occupation/665266cb-50dd-44a5-a920-ab04c67e251a
110,professional athlete,3421,27-2021.00,athletes and sports competitors,"['professional athlete', 'hockey player', 'skater', 'snowboarder', 'race car driver', 'basketball player', 'professional soccer player', 'tennis player', 'volleyball player', 'skier', 'professional volleyball player', 'roller skater', 'boxer', 'football player', 'cyclist', 'wrestler']",0.6583306044340134,1.0,http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90
216,sports instructor,3422,27-2022.00,coaches and scouts,"['tennis instructor', 'swimming instructor', 'swimming teacher', 'swim instructor']",0.7774779096245765,1.0,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4
684,sport official,3422,27-2023.00,"umpires, referees, and other sports officials","['referee', 'judge', 'umpire']",0.7705634295940399,2.0,http://data.europa.eu/esco/occupation/388155cc-7ab8-46c7-8051-aefc7b276c84
757,sports coach,3422,27-2022.00,coaches and scouts,na,0.7781110316514968,1.0,http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a
1061,artistic coach,3422,27-2032.00,choreographers,['dance teacher'],0.7866560578346252,1.0,http://data.europa.eu/esco/occupation/58f3f9fc-c9f6-4e14-bedf-a71ace5f27c5
1088,lifeguard instructor,3422,25-1193.00,"recreation and fitness studies teachers, postsecondary",na,0.7115718841552734,1.0,http://data.europa.eu/esco/occupation/5a80044b-9b2f-40eb-a210-0c1c3c958e0e
151,horse riding instructor,3423,25-3021.00,self-enrichment education teachers,"['therapeutic riding instructor', 'horseback riding instructor', 'riding instructor']",0.63873979896307,1.0,http://data.europa.eu/esco/occupation/0c3672ed-450b-4fcd-a3d0-579a10004486
425,activity leader,3423,39-9032.00,recreation workers,"['activity leader', 'activities coordinator']",0.8377980947494508,1.0,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7
535,vessel steering instructor,3423,25-3021.00,self-enrichment education teachers,na,0.6443818897008896,0.5,http://data.europa.eu/esco/occupation/2c027db0-d2a6-43f0-9c4a-caff27c7c54a
1615,mountain guide,3423,39-7012.00,travel guides,['alpine guide'],0.7272894918918609,1.0,http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321
2359,fitness instructor,3423,39-9031.00,fitness trainers and aerobics instructors,"['fitness instructor', 'group fitness instructor', 'water aerobics instructor', 'aerobics instructor', 'fitness specialist']",0.8540330320596694,2.0,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7
849,photojournalist,3431,27-4021.00,photographers,"['photojournalist', 'photo journalist', 'newspaper photographer']",0.7724817544221878,1.0,http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5
1229,photographer,3431,27-4021.00,photographers,"['photographer', 'school photographer', 'sports photographer', 'industrial photographer', 'wildlife photographer', 'underwater photographer', 'food photographer', 'portrait photographer', 'advertising photographer', 'fashion photographer', 'aerial photographer', 'scientific photographer', 'wedding photographer', 'medical photographer', 'commercial photographer']",0.8545392453670502,2.0,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9
635,set builder,3432,27-1027.00,set and exhibit designers,na,0.7889879584312439,1.0,http://data.europa.eu/esco/occupation/34e1c889-0fd1-4d1f-aba9-3b6263ae667a
653,visual merchandiser,3432,27-1026.00,merchandise displayers and window trimmers,"['visual merchandising manager', 'display designer', 'window dresser']",0.8437040418386459,2.0,http://data.europa.eu/esco/occupation/35eb0aa6-b40d-449d-9390-719be8912277
1393,interior designer,3432,27-1025.00,interior designers,['interior designer'],0.893109929561615,2.0,http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d
1618,set designer,3432,27-1027.00,set and exhibit designers,"['set designer', 'scenic designer']",0.8287056028842925,2.0,http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73
1634,miniature set designer,3432,27-1027.00,set and exhibit designers,['miniature set designer'],0.7934251129627228,2.0,http://data.europa.eu/esco/occupation/88760821-9df4-47a6-a1c2-ac08b9759396
2779,merchandiser,3432,27-1026.00,merchandise displayers and window trimmers,['merchandiser'],0.7603952109813691,1.0,http://data.europa.eu/esco/occupation/f1fcad3b-fdf0-444a-81b0-e50e96f8966a
932,big data archive librarian,3433,25-4011.00,archivists,na,0.8242153584957123,1.0,http://data.europa.eu/esco/occupation/4e4a1aa1-ca53-406e-9ca6-889d4621a0ed
1153,art handler,3433,25-4013.00,museum technicians and conservators,"['art preparator', 'artifacts conservator', 'museum technician', 'art conservator', 'fine arts packer']",0.8133805155754089,2.0,http://data.europa.eu/esco/occupation/6040c941-ab83-44b2-84e7-5cbfa1eafcdc
1982,taxidermist,3433,27-1012.00,craft artists,['taxidermist'],0.65273776948452,1.0,http://data.europa.eu/esco/occupation/a78d8e2b-fe31-447f-8694-38ed7198d143
201,chef,3434,35-1011.00,chefs and head cooks,"['chef', 'chef de cuisine']",0.8025277793407439,2.0,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588
91,lighting designer,3435,27-1025.00,interior designers,['lighting designer'],0.7869384318590165,1.0,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318
112,automated fly bar operator,3435,49-9096.00,riggers,na,0.6797489255666733,0.5,http://data.europa.eu/esco/occupation/08edf4c5-3551-4690-9d09-f9b8b9194c90
324,stage manager,3435,27-2012.02,"directors- stage, motion pictures, television, and radio","['stage manager', 'production stage manager']",0.834638774394989,1.0,http://data.europa.eu/esco/occupation/1aa4bb15-c527-4a3b-9270-b3c71c4be111
342,stand-in,3435,27-2011.00,actors,"['stand-in', 'understudy', 'double']",0.6678389638662339,1.0,http://data.europa.eu/esco/occupation/1bb7c072-38c8-430a-b943-76bfa312a5f4
508,dresser,3435,39-3092.00,costume attendants,"['dresser', 'wardrobe mistress']",0.8644779384136201,2.0,http://data.europa.eu/esco/occupation/2a6784d7-c457-413d-ba99-e320de11fc98
778,body artist,3435,39-5091.00,"makeup artists, theatrical and performance",na,0.6927176892757415,1.0,http://data.europa.eu/esco/occupation/40da2fc6-8cb4-4cd3-8fe3-899715905070
1078,pyrotechnician,3435,27-2099.00,"entertainers and performers, sports and related workers, all other",['pyrotechnician'],0.5999950751662255,1.0,http://data.europa.eu/esco/occupation/59cfa27b-874f-48b7-8880-b65420239559
1351,assistant video and motion picture director,3435,27-2012.02,"directors- stage, motion pictures, television, and radio",['assistant director'],0.7760756283998489,1.0,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a
1469,prop maker,3435,27-1027.00,set and exhibit designers,na,0.7626943558454513,1.0,http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c
1498,head of workshop,3435,27-1027.00,set and exhibit designers,na,0.759637525677681,1.0,http://data.europa.eu/esco/occupation/7d27600b-5cff-4ebc-b259-cc2d47572035
1521,broadcasting programme director,3435,27-2012.03,program directors,['radio program director'],0.837632468342781,1.0,http://data.europa.eu/esco/occupation/7f0d69cf-8b02-4a84-865a-37585dea9b43
1597,stunt performer,3435,27-2011.00,actors,"['stunt performer', 'stunt woman', 'stunt double']",0.6777389883995056,1.0,http://data.europa.eu/esco/occupation/84f20f5d-149a-4512-b319-18a81d3d6026
1647,location manager,3435,27-2012.01,producers,na,0.7087808281183243,0.5,http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2
1761,prompter,3435,27-2099.00,"entertainers and performers, sports and related workers, all other",['prompter'],0.6163239702582359,1.0,http://data.europa.eu/esco/occupation/949f1dc9-fb19-4212-8ac6-35ce83c88921
1836,script supervisor,3435,27-2012.01,producers,na,0.6921926140785217,0.5,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93
1853,lighting technician,3435,27-4011.00,audio and video equipment technicians,['light technician'],0.8240646839141845,1.0,http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2
1900,pyrotechnic designer,3435,19-4031.00,chemical technicians,na,0.7018372505903244,1.0,http://data.europa.eu/esco/occupation/a0ebd342-8f89-4947-893d-fee9468cf001
2244,prop master/prop mistress,3435,39-3092.00,costume attendants,na,0.734056720137596,1.0,http://data.europa.eu/esco/occupation/bd94312f-05c8-455d-a2f6-5490489ac4a4
2268,flying director,3435,27-2099.00,"entertainers and performers, sports and related workers, all other",na,0.4926484629511833,1.0,http://data.europa.eu/esco/occupation/bfc1b4e9-624c-4fba-89f2-d218bba9e257
2519,fight director,3435,27-2032.00,choreographers,na,0.6046236455440521,1.0,http://data.europa.eu/esco/occupation/d6a395eb-6664-47f1-9be5-91aa2e8ba87d
2621,assistant stage director,3435,27-2012.02,"directors- stage, motion pictures, television, and radio",na,0.7864747941493988,1.0,http://data.europa.eu/esco/occupation/e1106f6d-81fc-44f8-af94-8b7d2763065c
2662,extra,3435,27-2011.00,actors,"['extra', 'movie extra']",0.6767567187547683,1.0,http://data.europa.eu/esco/occupation/e4fca489-4c79-4392-874f-9ea1051c05c8
2769,theatre technician,3435,27-4011.00,audio and video equipment technicians,"['stage technician', 'audio technician', 'stagehand']",0.7536546498537063,1.0,http://data.europa.eu/esco/occupation/f09b6100-28a6-4be5-9726-ecf5b24f74f6
1793,data centre operator,3511,43-9011.00,computer operators,na,0.8591640740633012,2.0,http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3
232,ICT help desk manager,3512,15-1151.00,computer user support specialists,['technical support manager'],0.8323457002639771,1.0,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca
756,ICT technician,3512,15-1151.00,computer user support specialists,na,0.8283974707126618,1.0,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c
1942,ICT security technician,3512,15-1122.00,information security analysts,na,0.832212895154953,1.0,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d
2019,ICT help desk agent,3512,15-1151.00,computer user support specialists,na,0.8626953959465027,2.0,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9
1064,aviation data communications manager,3513,15-1152.00,computer network support specialists,na,0.6544623076915741,1.0,http://data.europa.eu/esco/occupation/591c5063-69ce-4551-ba60-e2304111130f
1207,ICT network technician,3513,15-1152.00,computer network support specialists,"['network technician', 'network engineer']",0.8809145152568818,1.0,http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617
2582,webmaster,3514,15-1199.03,web administrators,"['webmaster', 'web administrator']",0.8928468853235245,1.0,http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e
1414,audio-visual technician,3521,27-4012.00,broadcast technicians,['audio technician'],0.8517417550086974,1.0,http://data.europa.eu/esco/occupation/7642cbcc-9839-47fb-b2cf-d4bb831d6c93
2928,broadcast technician,3521,27-4012.00,broadcast technicians,"['broadcast technician', 'broadcast technicians']",0.8408442705869674,2.0,http://data.europa.eu/esco/occupation/fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2
2535,telecommunications engineering technician,3522,15-1143.01,telecommunications engineering specialists,na,0.8722397238016129,1.0,http://data.europa.eu/esco/occupation/d84bf1d7-ef99-40c4-a407-3791d6531b44
1290,office clerk,4110,43-9061.00,"office clerks, general","['office clerk', 'clerical assistant']",0.8018795073032379,1.0,http://data.europa.eu/esco/occupation/6c999fc7-c6b7-4ef3-a4b9-af124a1783a2
1094,secretary,4120,43-6014.00,"secretaries and administrative assistants, except legal, medical, and executive","['secretary', 'school secretary', 'private secretary', 'administrative assistant']",0.8548768728971481,2.0,http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba
422,typist,4131,43-9022.00,word processors and typists,"['typist', 'transcription typist', 'clerk typist', 'word processor']",0.8428935050964355,2.0,http://data.europa.eu/esco/occupation/22f86890-f68b-402f-a711-3e6df4913271
1196,data entry clerk,4132,43-9021.00,data entry keyers,"['data entry clerk', 'data entry operator']",0.827118182182312,1.0,http://data.europa.eu/esco/occupation/6353b3e8-e8f2-4ecb-b230-186927139892
579,bank teller,4211,43-3071.00,tellers,"['bank teller', 'teller', 'teller coordinator']",0.8168204128742218,1.0,http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089
1276,post office counter clerk,4211,43-5051.00,postal service clerks,na,0.8415866047143936,2.0,http://data.europa.eu/esco/occupation/6a6e174e-cffa-49a9-9f2f-aa39c81cdee5
470,bookmaker,4212,39-3012.00,gaming and sports book writers and runners,"['bookmaker', 'betting clerk']",0.7940533310174942,2.0,http://data.europa.eu/esco/occupation/264e1a4a-5074-47e2-a6d9-d225d48e8a9a
574,bingo caller,4212,39-3012.00,gaming and sports book writers and runners,na,0.7452382296323776,1.0,http://data.europa.eu/esco/occupation/2f7f5c84-b9b3-41ea-aa5f-5997d0873141
1338,odds compiler,4212,39-3012.00,gaming and sports book writers and runners,na,0.7009954050183296,1.0,http://data.europa.eu/esco/occupation/6fefa90d-9a71-49c6-be92-52397e9795e6
1781,casino cashier,4212,41-2012.00,gaming change persons and booth cashiers,"['casino cashier', 'booth cashier', 'cage cashier', 'casino banker']",0.8409475088119507,1.0,http://data.europa.eu/esco/occupation/961cbd1f-2a9b-4756-b227-67a1c23c94b6
2458,lottery operator,4212,39-1011.00,gaming supervisors,na,0.705716672539711,1.0,http://data.europa.eu/esco/occupation/d18a8976-a283-42ad-9541-75c49396dbd7
2706,tote operator,4212,39-3012.00,gaming and sports book writers and runners,na,0.6676556229591369,1.0,http://data.europa.eu/esco/occupation/e96cec32-9960-4496-a790-a9d2254906fc
2721,casino gaming manager,4212,39-1011.00,gaming supervisors,na,0.7985029488801956,2.0,http://data.europa.eu/esco/occupation/eb198788-0b99-4583-a7c5-0139ff9f91ad
2889,gaming dealer,4212,39-3011.00,gaming dealers,"['gaming dealer', 'game operator', 'casino dealer', 'dealer', 'croupier']",0.8723392337560654,2.0,http://data.europa.eu/esco/occupation/fb1a7aab-1e33-4712-b8e0-d335243aba58
1192,pawnbroker,4213,41-1011.00,first-line supervisors of retail sales workers,"['pawnbroker', 'pawn broker']",0.7720456719398499,1.0,http://data.europa.eu/esco/occupation/631aaef2-2d67-45c6-93a6-1b1abdf57542
546,insurance collector,4214,43-3011.00,bill and account collectors,['insurance collector'],0.823052042722702,1.0,http://data.europa.eu/esco/occupation/2d32bea0-dccd-4dc5-9ea9-c51c653a46ef
966,debt collector,4214,43-3011.00,bill and account collectors,"['debt collector', 'bill collector', 'collection agent', 'payment collector']",0.8097911298274993,1.0,http://data.europa.eu/esco/occupation/50a66df6-c141-4b4a-937a-d3bc55737ae3
495,travel consultant,4221,41-3041.00,travel agents,['travel consultant'],0.898462215065956,2.0,http://data.europa.eu/esco/occupation/291da1ab-1f90-426d-bbc5-60d0fa7d608b
1102,tour organiser,4221,41-3041.00,travel agents,na,0.824682554602623,1.0,http://data.europa.eu/esco/occupation/5b9a678a-7c35-4c50-a804-754b82652ee6
1348,ground steward/ground stewardess,4221,43-4181.00,reservation and transportation ticket agents and travel clerks,na,0.7768673002719879,1.0,http://data.europa.eu/esco/occupation/7153a12d-85e0-4123-87e9-46bb1a2dc929
1465,travel agent,4221,41-3041.00,travel agents,['travel agent'],0.8743805646896362,2.0,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31
1858,tourist information officer,4221,43-4181.00,reservation and transportation ticket agents and travel clerks,na,0.8099060595035553,1.0,http://data.europa.eu/esco/occupation/9b35eab1-2adc-4057-a620-181862656a19
2148,tour operator representative,4221,41-3041.00,travel agents,na,0.8076223075389862,2.0,http://data.europa.eu/esco/occupation/b5d76ddd-f59a-491a-9543-f6c0e2d8a950
2248,ticket sales agent,4221,43-4181.00,reservation and transportation ticket agents and travel clerks,['ticket agent'],0.8689245402812957,2.0,http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7
2173,customer contact centre information clerk,4222,43-4051.00,customer service representatives,"['customer relations representative', 'customer service clerk']",0.8483960390090942,2.0,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397
148,telephone switchboard operator,4223,43-2011.00,"switchboard operators, including answering service","['telephone switchboard operator', 'switchboard receptionist', 'telephone answering service operator', 'telephone operator', 'switchboard operator']",0.849849957227707,2.0,http://data.europa.eu/esco/occupation/0bf68df5-e808-4c27-abf2-6f85440f2d7f
1561,hospitality establishment receptionist,4224,43-4081.00,"hotel, motel, and resort desk clerks",['hotel receptionist'],0.8523561060428619,2.0,http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6
246,customer service representative,4225,43-4051.00,customer service representatives,['customer service officer'],0.8537408590316773,1.0,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7
1321,night auditor,4226,43-4081.00,"hotel, motel, and resort desk clerks",['night auditor'],0.771200105547905,1.0,http://data.europa.eu/esco/occupation/6e6e44ba-d9f0-403b-93d4-a8d4bd67787a
2843,receptionist,4226,43-4171.00,receptionists and information clerks,"['receptionist', 'medical receptionist', 'front desk receptionist']",0.7978815495967865,1.0,http://data.europa.eu/esco/occupation/f7b04542-d8c7-42db-8475-e63b507cce82
1448,market research interviewer,4227,43-4111.00,"interviewers, except eligibility and loan","['market research interviewer', 'research interviewer', 'survey interviewer']",0.7856566488742828,1.0,http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57
1916,survey enumerator,4227,43-4111.00,"interviewers, except eligibility and loan","['commercial census taker', 'enumerator', 'census clerk', 'census taker']",0.8189588934183121,2.0,http://data.europa.eu/esco/occupation/a1cf1406-3632-494c-bff3-0bd5d5327d8f
329,hotel concierge,4229,39-6012.00,concierges,"['hotel concierge', 'hotel concierge', 'concierge']",0.8801155120134353,1.0,http://data.europa.eu/esco/occupation/1ae8d28e-407c-48ab-88ff-4cb25bfcdea6
1109,sales support assistant,4311,43-3031.00,"bookkeeping, accounting, and auditing clerks",na,0.8203135430812836,1.0,http://data.europa.eu/esco/occupation/5c1eba1e-7820-4287-9746-4c5906320100
2206,billing clerk,4311,43-3021.02,"billing, cost, and rate clerks","['billing clerk', 'invoice clerk', 'posting clerk']",0.8285637855529786,1.0,http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b
382,auditing clerk,4312,43-3031.00,"bookkeeping, accounting, and auditing clerks","['auditing clerk', 'audit clerk', 'audit control clerk']",0.8798472285270691,1.0,http://data.europa.eu/esco/occupation/1f665529-96e9-46c1-99f4-9ffbf9ffa036
1598,tax clerk,4312,13-2081.00,"tax examiners and collectors, and revenue agents","['tax revenue officer', 'tax compliance officer']",0.863291186094284,1.0,http://data.europa.eu/esco/occupation/84fabf82-4abf-4f41-99aa-55718a2e500b
1842,insurance clerk,4312,43-9041.00,insurance claims and policy processing clerks,['insurance clerk'],0.8725512892007828,1.0,http://data.europa.eu/esco/occupation/9a39a143-d93c-4093-ba3b-47fb67ade318
2110,back office specialist,4312,43-9061.00,"office clerks, general",na,0.7239548444747925,0.5,http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b
2175,foreign exchange cashier,4312,43-3071.00,tellers,['foreign exchange clerk'],0.8470975279808044,1.0,http://data.europa.eu/esco/occupation/b7fc1cd1-0d6d-4e9e-8a9f-c3270201be81
2340,property assistant,4312,41-9021.00,real estate brokers,na,0.8618751615285873,1.0,http://data.europa.eu/esco/occupation/c5c1c40f-d2b7-437f-b3e8-b9da48f6d728
2909,investment clerk,4312,43-4011.00,brokerage clerks,na,0.8253737926483153,1.0,http://data.europa.eu/esco/occupation/fd0801c9-809a-4cfd-98ed-6c5860c163f2
2054,payroll clerk,4313,43-3051.00,payroll and timekeeping clerks,"['payroll clerk', 'payroll administrator', 'payroll officer', 'payroll technician', 'personnel and payroll technician']",0.8863913446664811,2.0,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be
2529,inventory coordinator,4321,43-5081.03,"stock clerks- stockroom, warehouse, or storage yard","['inventory coordinator', 'inventory associate', 'warehouse coordinator', 'inventory taker', 'warehouse specialist', 'inventory controller']",0.8662301450967789,1.0,http://data.europa.eu/esco/occupation/d7a9f9e0-e2f5-4804-a0e0-b21ebb1403ee
296,machinery assembly coordinator,4322,43-5061.00,"production, planning, and expediting clerks",na,0.8360771417617798,1.0,http://data.europa.eu/esco/occupation/187f063b-1002-4d46-9b79-c46b2caedbb3
158,vessel operations coordinator,4323,43-5071.00,"shipping, receiving, and traffic clerks",['traffic coordinator'],0.7890735864639282,1.0,http://data.europa.eu/esco/occupation/0cd0082a-ca15-4dcd-b352-b7600c916d8e
464,ship planner,4323,43-5071.00,"shipping, receiving, and traffic clerks",na,0.7143801629543305,1.0,http://data.europa.eu/esco/occupation/260b01cc-7dd6-4584-8863-cae5426819c6
483,rail logistics coordinator,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.7439308851957321,1.0,http://data.europa.eu/esco/occupation/279c0ab1-212b-4e89-a41f-048f5de9dadf
870,freight transport dispatcher,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",['freight dispatcher'],0.8323434740304947,2.0,http://data.europa.eu/esco/occupation/49e28648-4fa8-4b36-ac4d-781c108547bf
1018,gas transmission system operator,4323,51-8092.00,gas plant operators,na,0.8718171119689941,1.0,http://data.europa.eu/esco/occupation/555ad9ba-72cf-4bc0-9ea6-c36041462be5
1028,pipeline route manager,4323,11-9199.04,supply chain managers,na,0.7750416934490204,1.0,http://data.europa.eu/esco/occupation/562dd713-5745-4457-929e-5b909da084ca
1175,taxi controller,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.7139552146196365,1.0,http://data.europa.eu/esco/occupation/61ed67cd-67d7-44d8-bc2d-47fc79110a59
1215,bus route supervisor,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.7340260267257691,1.0,http://data.europa.eu/esco/occupation/656674ac-9d4e-4a91-963f-c0b6edfd55a4
1322,aircraft dispatcher,4323,53-2021.00,air traffic controllers,"['airline dispatcher', 'flight dispatcher']",0.913949728012085,1.0,http://data.europa.eu/esco/occupation/6e785f05-969e-4940-aedb-d0f896bb0230
1398,dangerous goods safety adviser,4323,17-2111.01,industrial safety and health engineers,na,0.7328097581863404,0.5,http://data.europa.eu/esco/occupation/74d47633-8e9e-4e08-9cba-d2292c211218
1640,water traffic coordinator,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.6895048260688782,1.0,http://data.europa.eu/esco/occupation/8908d5aa-ac58-465e-9b75-7e02ed4af3a9
2192,road transport maintenance scheduler,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.7082757025957107,1.0,http://data.europa.eu/esco/occupation/b9836ed2-1ca7-49b4-9f0e-bb5d2ca14443
2310,ship pilot dispatcher,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",['ship pilot dispatcher'],0.7390549033880234,1.0,http://data.europa.eu/esco/occupation/c3760388-d070-491a-9c1f-be305a576815
2314,gas scheduling representative,4323,51-8092.00,gas plant operators,na,0.8324189007282257,1.0,http://data.europa.eu/esco/occupation/c3abb0cb-c78c-4136-b9f9-f9feca9179fa
2533,baggage flow supervisor,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.6765353351831437,1.0,http://data.europa.eu/esco/occupation/d811881c-5241-47b1-be29-64ee488d3642
2704,tram controller,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.7070838898420334,1.0,http://data.europa.eu/esco/occupation/e9640041-ca34-4955-aa8c-629717d0dcda
2799,aircraft cargo operations coordinator,4323,43-5032.00,"dispatchers, except police, fire, and ambulance",na,0.6846496388316154,1.0,http://data.europa.eu/esco/occupation/f3eb330a-03b5-4537-ac0e-bcee5c67bcff
