id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
2244,prop master/prop mistress,3435,3.463128,0.631781,Other,3.561199,0.053769,39-3092.00,costume attendants,http://data.europa.eu/esco/occupation/bd94312f-05c8-455d-a2f6-5490489ac4a4,6,arts & media workers,6.1,art & media technicians
2245,ICT system integration consultant,2511,3.53022,0.587512,Other,3.600708,0.216221,15-1143.00,computer network architects,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
2247,dental chairside assistant,3251,3.364162,0.501406,Other,3.43564,0.128901,31-9091.00,dental assistants,http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02,11,healthcare workers,11.2,healthcare technicians & scientists
2248,ticket sales agent,4221,3.62031,0.364429,High risk,3.720628,0.065969,43-4181.00,reservation and transportation ticket agents and travel clerks,http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,3,sales & services workers,3.1,"food, cleaning & services workers"
2249,shop supervisor,5222,3.409419,0.496551,Other,3.441776,0.394505,41-1011.00,first-line supervisors of retail sales workers,http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326,3,sales & services workers,3.3,shop & services managers
2251,industrial machinery assembler,8211,3.51729,0.661872,Other,3.678604,0.0,51-2031.00,engine and other machine assemblers,http://data.europa.eu/esco/occupation/be0e6189-46a5-4b90-8622-2d1988efba1a,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2252,specialist chiropractor,2269,3.3901,0.534496,Other,3.447209,0.094568,29-1011.00,chiropractors,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,11,healthcare workers,11.1,doctors & specialist therapists
2253,animal chiropractor,2250,3.511883,0.35285,Other,3.58912,0.058408,29-1131.00,veterinarians,http://data.europa.eu/esco/occupation/be2896db-9ab7-4719-a558-96b18c93027d,13,animal care & husbandry workers,13.1,animal care workers & trainers  
2254,tanning consultant,5142,3.393771,0.626286,Other,3.465807,0.206101,39-5094.00,skincare specialists,http://data.europa.eu/esco/occupation/be375e11-9a70-47cb-8091-711c94ed0c13,3,sales & services workers,3.1,"food, cleaning & services workers"
2258,warehouse worker,9333,3.568012,0.580174,Other,3.662285,0.253256,43-5081.03,"stock clerks- stockroom, warehouse, or storage yard",http://data.europa.eu/esco/occupation/bea705fe-06ac-4147-b8e0-6e8ac1208d8f,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2260,yeast distiller,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/beacd3d6-e414-42ea-baf9-3ddc34fc143a,9,food & tobacco production workers,9.2,food & tobacco production operators
2262,groom,9212,3.402325,1.0,Low risk,3.59039,0.07743,45-2093.00,"farmworkers, farm, ranch, and aquacultural animals",http://data.europa.eu/esco/occupation/beedd3c0-d3e2-4efe-8f39-381df669ee35,13,animal care & husbandry workers,13.2,animal husbandry workers
2264,leather goods packing operator,8183,3.435916,0.475199,Other,3.558735,0.0,51-9111.00,packaging and filling machine operators and tenders,http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
2266,radiation protection officer,2263,3.24552,0.75449,Other,3.336315,0.175482,29-9011.00,occupational health and safety specialists,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
2267,retail entrepreneur,5221,3.472929,0.233985,Other,3.53142,0.124119,11-1021.00,general and operations managers,http://data.europa.eu/esco/occupation/bf89925d-00a1-4f94-ab3b-2148c887af33,3,sales & services workers,3.3,shop & services managers
2269,philosopher,2633,3.470251,0.569008,Other,3.507371,0.122438,19-3094.00,political scientists,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,5,engineers & researchers,5.1,researchers & science technicians
2270,nitroglycerin neutraliser,8131,3.551761,0.636536,Other,3.68149,0.0,51-9011.00,chemical equipment operators and tenders,http://data.europa.eu/esco/occupation/bfdc096e-e450-424d-9340-46968047ed68,4,manufacturing workers,4.2,chemical manufacturing workers
2271,accounting assistant,3313,3.723479,0.355317,High risk,3.796842,0.105089,43-3031.00,"bookkeeping, accounting, and auditing clerks",http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2272,aquaculture environmental analyst,2133,3.486226,0.551096,Other,3.55443,0.140877,19-2041.00,"environmental scientists and specialists, including health",http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
2274,optometrist,2267,3.621334,0.405835,High risk,3.721639,0.0,29-1041.00,optometrists,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,11,healthcare workers,11.1,doctors & specialist therapists
2276,financial broker,3311,3.46156,0.117524,Other,3.497357,0.0,41-3031.02,"sales agents, financial services",http://data.europa.eu/esco/occupation/c01cdf85-3ce0-4d12-ae86-e4e63493fafa,2,business & administration workers,2.2,accounting & financial services workers
2278,fish preparation operator,7511,3.323225,0.922544,Low risk,3.485256,0.0,51-3022.00,"meat, poultry, and fish cutters and trimmers",http://data.europa.eu/esco/occupation/c0386702-0699-4550-920b-1f7027c9a3d9,9,food & tobacco production workers,9.2,food & tobacco production operators
2280,public relations officer,2432,3.421848,0.652853,Other,3.462399,0.244249,27-3031.00,public relations specialists,http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134,2,business & administration workers,2.4,business managers
2281,mask maker,2651,3.43458,0.851567,Other,3.528424,0.065372,27-1012.00,craft artists,http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55,6,arts & media workers,6.1,art & media technicians
2282,roadside vehicle technician,7231,3.306162,1.0,Low risk,3.485139,0.045781,49-3023.01,automotive master mechanics,http://data.europa.eu/esco/occupation/c0749528-ee2a-41bd-a1f6-c13825b5e569,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2284,mining electrician,7412,3.316716,0.918511,Low risk,3.452825,0.081561,49-2092.00,"electric motor, power tool, and related repairers",http://data.europa.eu/esco/occupation/c07ab008-79c1-4516-8dcc-8289f797dc34,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
2285,aquaculture husbandry worker,6221,3.402325,1.0,Low risk,3.59039,0.07743,45-2093.00,"farmworkers, farm, ranch, and aquacultural animals",http://data.europa.eu/esco/occupation/c0a15ec7-10e6-45e7-b69c-b85ff6f4f87f,13,animal care & husbandry workers,13.3,aquaculture workers
2287,security alarm technician,7422,3.50492,0.864078,Other,3.657544,0.0,49-2098.00,security and fire alarm systems installers,http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2288,engineered wood board machine operator,8172,3.432102,0.77039,Other,3.584652,0.0,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",http://data.europa.eu/esco/occupation/c0eb9240-4f70-4393-bdf0-723ce7fdbd36,4,manufacturing workers,4.4,paper & wood manufacturing workers
2289,decontamination worker,7133,3.680699,0.947499,Other,3.906268,0.095069,47-4041.00,hazardous materials removal workers,http://data.europa.eu/esco/occupation/c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
2290,print folding operator,7323,3.452206,0.773837,Other,3.592628,0.0,51-9196.00,"paper goods machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/c11e2b53-06f7-465f-9b5c-708016bc96f4,4,manufacturing workers,4.4,paper & wood manufacturing workers
2292,social services manager,1344,3.525073,0.441979,Other,3.576205,0.121149,11-9151.00,social and community service managers,http://data.europa.eu/esco/occupation/c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,14,social workers,14.1,social workers
2293,pharmacy assistant,3213,3.422955,0.449856,Other,3.497024,0.13513,31-9095.00,pharmacy aides,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,11,healthcare workers,11.4,healthcare administrators & assistants
2295,pultrusion machine operator,8142,3.469389,0.745288,Other,3.617885,0.0,51-9191.00,adhesive bonding machine operators and tenders,http://data.europa.eu/esco/occupation/c22724a3-079c-4897-bd92-d99e068b6ffc,4,manufacturing workers,4.2,chemical manufacturing workers
2296,student financial support coordinator,3312,3.584544,0.169653,High risk,3.61278,0.069989,13-2071.01,loan counselors,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb,2,business & administration workers,2.2,accounting & financial services workers
2297,agricultural scientist,2132,3.364016,0.746533,Other,3.424297,0.147039,19-1013.00,soil and plant scientists,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
2299,nursery school head teacher,1341,3.458337,0.578507,Other,3.51773,0.306496,25-2011.00,"preschool teachers, except special education",http://data.europa.eu/esco/occupation/c269387f-a652-4880-860a-e91ef105bfb7,7,education workers,7.4,education administrators
2300,advertising installer,9629,3.300454,0.727062,Other,3.420856,0.056492,47-2142.00,paperhangers,http://data.europa.eu/esco/occupation/c28cb56b-003e-499a-8dbf-b654864e7867,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2302,complementary therapist,2230,3.39533,0.608449,Other,3.490003,0.032393,29-1199.04,naturopathic physicians,http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421,11,healthcare workers,11.3,naturopathic & physical therapists
2303,spring maker,8121,3.512023,0.483211,Other,3.636191,0.0,51-4081.00,"multiple machine tool setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/c2d5daae-8f8a-45b1-8e76-3284b84ce195,4,manufacturing workers,4.1,metal workers & machine operators
2304,fundraising manager,2432,3.523438,0.387337,Other,3.581978,0.206083,11-2031.00,public relations and fundraising managers,http://data.europa.eu/esco/occupation/c2e6609d-0abe-4a38-b295-e06edbd52e82,2,business & administration workers,2.4,business managers
2305,arts education officer,2621,3.372089,0.601735,Other,3.366358,0.548983,25-9031.00,instructional coordinators,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,2,business & administration workers,2.4,business managers
2307,digester operator,8171,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/c32155d3-9ac5-4e44-8e8b-25c47ad31c38,4,manufacturing workers,4.4,paper & wood manufacturing workers
2310,ship pilot dispatcher,4323,3.675544,0.47512,High risk,3.74078,0.233993,43-5032.00,"dispatchers, except police, fire, and ambulance",http://data.europa.eu/esco/occupation/c3760388-d070-491a-9c1f-be305a576815,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
2313,bookkeeper,3313,3.723479,0.355317,High risk,3.796842,0.105089,43-3031.00,"bookkeeping, accounting, and auditing clerks",http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,2,business & administration workers,2.2,accounting & financial services workers
2314,gas scheduling representative,4323,3.402285,0.742948,Other,3.544667,0.0,51-8092.00,gas plant operators,http://data.europa.eu/esco/occupation/c3abb0cb-c78c-4136-b9f9-f9feca9179fa,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2318,timber trader,3323,3.506283,0.331755,Other,3.538572,0.115181,13-1023.00,"purchasing agents, except wholesale, retail, and farm products",http://data.europa.eu/esco/occupation/c3dc576e-2a58-4481-9b6f-9853067af8ea,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
2319,fisheries observer,3359,3.472547,0.757147,Other,3.595566,0.159608,33-3031.00,fish and game wardens,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2322,web developer,2513,3.551237,0.374432,High risk,3.579919,0.218282,15-1134.00,web developers,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,12,ict workers,12.2,developers & testers
2323,agronomist,2132,3.364016,0.746533,Other,3.424297,0.147039,19-1013.00,soil and plant scientists,http://data.europa.eu/esco/occupation/c40ef517-d4ab-4932-b184-9c2ea5b24fe2,5,engineers & researchers,5.1,researchers & science technicians
2324,trade development officer,2422,3.438118,0.283234,Other,3.468443,0.142019,13-1199.03,customs brokers,http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e,2,business & administration workers,2.5,public officials
2328,ornamental metal worker,7223,3.444881,0.947179,Other,3.671871,0.0,47-2221.00,structural iron and steel workers,http://data.europa.eu/esco/occupation/c44f9f8c-46a6-40da-9630-cc568a18cc51,4,manufacturing workers,4.1,metal workers & machine operators
2329,stone polisher,8114,3.442104,0.760449,Other,3.585861,0.0,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/c453886f-a8f0-434c-be0e-e6a12c49954f,4,manufacturing workers,4.1,metal workers & machine operators
2331,audiologist,2266,3.437576,0.410932,Other,3.523176,0.0,29-1181.00,audiologists,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,11,healthcare workers,11.1,doctors & specialist therapists
2333,banking products manager,1221,3.525315,0.138942,Other,3.542136,0.039364,11-2021.00,marketing managers,http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9,2,business & administration workers,2.4,business managers
2336,vineyard cellar master,6112,3.478039,0.81074,Other,3.596518,0.235193,45-1011.07,first-line supervisors of agricultural crop and horticultural workers,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2340,property assistant,4312,3.568308,0.274551,High risk,3.620882,0.129426,41-9021.00,real estate brokers,http://data.europa.eu/esco/occupation/c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2342,dangerous goods driver,8332,3.405051,0.78631,Other,3.523476,0.035927,53-3032.00,heavy and tractor-trailer truck drivers,http://data.europa.eu/esco/occupation/c5d779f4-345b-4918-872b-a1cbaeb1d9be,1,"technicians, construction, transport & security workers",1.4,transport & security workers
