id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
1430,fibreglass machine operator,8142,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.0906,3.8199,3.6987,24469.8,0.090909,0.83,0.868646,145,57,145,57,7,0,http://data.europa.eu/esco/occupation/772e57c5-fb25-4b0c-8cc8-f8944a9edfbc
1432,forest worker,9215,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,3.0,4.9598,6.6177,4.0865,20518.490975,0.1875,0.665,0.73506,15,5,15,5,5,3,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54
1435,ICT security manager,2529,12,ict workers,12.1,"ict system engineers, adminstrators & managers",High risk,4.0,5.8975,8.1907,4.2887,34431.367647,0.8,0.515,0.320936,73,13,49,5,28,5,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
1438,regulatory affairs manager,2619,2,business & administration workers,2.4,business managers,High risk,4.0,6.5,8.2135,4.6425,69224.0,0.672131,0.425,0.373288,10,0,10,0,4,0,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
1439,wooden furniture machine operator,7523,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.9076,4.1517,3.5454,22252.68,0.142857,0.5125,0.662786,125,73,125,73,10,5,http://data.europa.eu/esco/occupation/77a05858-f682-4648-baa5-9b86deeffbc1
1440,thread rolling machine operator,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.1051,3.6867,3.8631,30509.523305,0.210526,0.585,0.67959,91,44,91,44,12,2,http://data.europa.eu/esco/occupation/77a25ee0-94ad-443e-91ea-3e6d3506181b
1443,reprographics technician,7322,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.9618,3.7053,3.295,21832.691489,0.294118,0.555,0.625911,14,3,13,3,13,3,http://data.europa.eu/esco/occupation/77de6c7d-27bf-4bc2-8c80-5d6f6d9811f4
1444,international relations officer,2422,2,business & administration workers,2.5,public officials,Lower risk,4.0,6.103,7.7523,2.8766,33292.986333,0.6875,0.375,0.342327,55,10,47,9,15,2,http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff
1445,desktop publisher,2166,6,arts & media workers,6.3,creative managers & graphic designers,High risk,3.0,5.0687,6.7961,2.6492,37555.308176,0.444444,0.45,0.5,16,8,9,3,9,3,http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2
1446,capsule filling machine operator,8131,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,1.9021,3.7702,2.664,22211.820144,0.0,0.5925,0.76974,7,0,7,0,0,0,http://data.europa.eu/esco/occupation/782ced63-e234-42a4-a7bd-a2d9a12ee61a
1448,market research interviewer,4227,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,2.0,2.8375,3.0666,2.1466,20485.5,0.785714,0.7325,0.396187,8,1,7,1,0,0,http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57
1452,health and safety officer,2263,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,6.2732,5.8094,4.5235,30076.974453,0.5,0.6475,0.56899,35,7,33,7,0,0,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439
1456,extract mixer tester,8160,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,2.0,2.2238,4.9185,3.9773,20363.62,0.071429,0.4,0.609449,93,49,92,49,2,0,http://data.europa.eu/esco/occupation/78ddc0cc-166e-437e-9c41-48aa0a6c6f93
1457,school bus attendant,5311,7,education workers,7.2,teachers & childcare workers,Lower risk,2.0,3.1462,4.3592,2.7302,12313.777778,0.304348,0.8175,0.754119,1,1,1,1,0,0,http://data.europa.eu/esco/occupation/78eacaf8-06d6-4b78-920f-edece2e41464
1463,secondary school teaching assistant,5312,7,education workers,7.2,teachers & childcare workers,Lower risk,3.0,3.6277,3.9765,2.7602,15945.319226,0.444444,0.88,0.699206,27,23,25,22,0,0,http://data.europa.eu/esco/occupation/79c2e54e-26e8-4cdc-a7f1-908e000bfb83
1464,"heating, ventilation, air conditioning (and refrigeration) service engineer",7127,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.3689,5.754,5.3305,30837.176606,0.178571,0.6625,0.737697,83,26,82,26,41,14,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb
1465,travel agent,4221,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,3.0,3.9292,5.7046,3.6105,18336.107735,0.571429,0.5475,0.484399,54,13,34,4,29,3,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31
1468,tunnel boring machine operator,8113,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,1.9706,4.5053,4.2808,26037.989011,0.130435,0.4175,0.602531,64,17,64,17,44,15,http://data.europa.eu/esco/occupation/7a0afb5e-f118-449a-82bd-d8b9230fd49f
1469,prop maker,3435,6,arts & media workers,6.1,art & media technicians,Lower risk,5.0,7.218,6.9096,3.364,19027.489777,0.555556,0.5325,0.486484,18,5,12,5,2,0,http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c
1470,director of compliance and information security in gambling,1213,2,business & administration workers,2.4,business managers,High risk,4.0,5.6541,6.681,4.4785,49724.32996,0.672131,0.5375,0.419797,17,0,14,0,6,0,http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683
1473,welder,7212,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,3.0,2.6198,6.9244,4.7012,26596.0,0.147059,0.455,0.622967,187,75,187,75,98,27,http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b
1475,refinery shift manager,3134,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,2.0,3.4679,8.6141,4.6503,21750.916667,0.692308,0.645,0.44549,41,6,41,6,9,2,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9
1476,chief technology officer,1330,12,ict workers,12.1,"ict system engineers, adminstrators & managers",High risk,4.0,5.5503,8.8748,3.8264,50358.915423,0.842105,0.4075,0.253657,56,15,43,10,30,10,http://data.europa.eu/esco/occupation/7b1b5da8-573a-49bb-a38e-68725a949f4f
1477,sports programme coordinator,2422,2,business & administration workers,2.5,public officials,Lower risk,4.0,6.3067,7.4517,3.987,33292.986333,0.7,0.415,0.352846,86,11,72,10,23,1,http://data.europa.eu/esco/occupation/7b629a14-09d0-417e-8181-7683923b4e5e
1478,pharmacy technician,3213,11,healthcare workers,11.4,healthcare administrators & assistants,Lower risk,3.0,2.7084,2.8398,3.2501,15665.8,0.3,0.825,0.759934,42,20,34,20,9,4,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210
1479,legislative drafter,2619,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,3.0,5.1916,4.8907,2.6548,69224.0,0.333333,0.3925,0.511534,2,0,2,0,0,0,http://data.europa.eu/esco/occupation/7b89d3e0-c6fb-4c95-bf0d-3b4acf05f9d6
1480,respiratory therapy technician,3259,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,3.0,5.4198,4.6905,3.1547,21637.841785,0.130435,0.9825,0.924309,17,7,17,7,7,4,http://data.europa.eu/esco/occupation/7b8b6118-6876-4a71-81a6-4b5fa9bfa221
1481,mine planning engineer,2146,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,4.0,6.2073,7.7984,5.4027,36554.033333,0.636364,0.4775,0.416697,14,9,14,9,4,0,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28
1483,insurance risk consultant,3321,2,business & administration workers,2.2,accounting & financial services workers,High risk,4.0,5.3999,4.5666,4.6666,41516.009296,1.0,0.5175,0.0,39,4,21,0,16,0,http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd
1484,video artist,2651,6,arts & media workers,6.5,fine artists,High risk,4.0,4.9737,6.4292,2.4731,26266.0,0.6,0.53,0.460435,25,12,15,5,15,5,http://data.europa.eu/esco/occupation/7beefadd-ea05-4f59-bc4b-01075f27b937
1486,pharmacist,2262,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,5.0,9.5723,4.4135,3.4677,36704.0,0.444444,0.7225,0.633553,27,18,25,18,11,9,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce
1491,mine control room operator,8131,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,3.0,2.8266,7.5779,6.2029,22211.820144,0.411765,0.7075,0.645117,31,10,31,10,3,2,http://data.europa.eu/esco/occupation/7c64479f-7a76-49e9-ac42-bd925f2bf99d
1492,glove maker,7533,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers,Lower risk,1.0,1.6268,4.4766,3.6586,20914.636364,0.055556,0.6225,0.766757,11,4,11,4,1,0,http://data.europa.eu/esco/occupation/7c6fc2f0-6e16-4429-8190-f6faac0c3853
1493,vehicle cleaner,9122,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.8034,3.8533,3.126,15113.192982,0.066667,0.5475,0.714843,18,3,18,3,9,1,http://data.europa.eu/esco/occupation/7cb71c5f-c310-481c-b46b-d0044328758c
1494,distillery miller,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.2271,4.0611,4.333,20363.62,0.055556,0.35,0.57494,103,60,102,60,13,6,http://data.europa.eu/esco/occupation/7cd070f5-b5dd-4228-bdcf-0419dbacfcf4
1496,animal shelter worker,5164,13,animal care & husbandry workers,13.1,animal care workers & trainers  ,Lower risk,2.0,2.8472,3.9418,3.1114,28274.0,0.411765,0.6625,0.624264,11,10,10,10,4,4,http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6
1498,head of workshop,3435,6,arts & media workers,6.1,art & media technicians,Lower risk,5.0,7.218,6.9096,3.364,19027.489777,0.555556,0.5325,0.486484,20,3,19,3,4,0,http://data.europa.eu/esco/occupation/7d27600b-5cff-4ebc-b259-cc2d47572035
1499,sewing machine operator,8153,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers,Lower risk,1.0,1.6268,4.4766,3.6586,19009.846154,0.055556,0.6225,0.766757,17,8,17,8,2,2,http://data.europa.eu/esco/occupation/7d4266b3-2108-4330-b27b-430a96012c21
1500,aircraft gas turbine engine overhaul technician,7232,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,3.4473,5.5237,4.7538,30467.26087,0.107143,0.535,0.691143,96,31,95,31,7,3,http://data.europa.eu/esco/occupation/7d599049-d15a-4fda-afe9-b334b0614ec7
1502,food safety inspector,3257,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,2.0,3.1029,5.3189,4.1735,31102.215909,0.125,0.675,0.768521,27,6,25,5,8,1,http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd
1506,polygraph examiner,2634,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,4.0,4.7967,4.9906,4.6037,55580.095238,0.272727,0.675,0.700649,4,2,3,1,0,0,http://data.europa.eu/esco/occupation/7d9e2a65-758c-4cbd-b66d-3a595d3d63b1
1507,animal behaviourist,2131,13,animal care & husbandry workers,13.1,animal care workers & trainers  ,Lower risk,5.0,7.5015,6.7314,4.8116,35975.800407,0.333333,0.385,0.506623,10,6,10,6,0,0,http://data.europa.eu/esco/occupation/7daa8fed-9a78-4fe2-afc2-153fc423040b
1509,beverage filtration technician,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,92,59,91,59,8,5,http://data.europa.eu/esco/occupation/7dbb116c-a4e7-41e8-9f28-c8a738d93e28
1510,composer,2652,6,arts & media workers,6.2,"journalists, publishers & composers",High risk,3.0,4.6636,7.5457,2.8071,26266.0,0.692308,0.315,0.311325,5,1,4,0,4,0,http://data.europa.eu/esco/occupation/7dc05fcc-b079-45ed-b5d4-74c75f99976c
1512,department store manager,1420,3,sales & services workers,3.2,customer representatives,Lower risk,4.0,4.916,8.1054,4.019,27994.312081,0.705882,0.5525,0.403113,65,9,55,7,17,1,http://data.europa.eu/esco/occupation/7dec82e0-3bfc-4c48-812d-c2095bfe05bb
1513,wood boring machine operator,7523,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.9076,4.1517,3.5454,22252.68,0.142857,0.5125,0.662786,149,100,149,100,13,9,http://data.europa.eu/esco/occupation/7e08d38d-30c9-4a6f-b88e-b28e87c0b259
1515,meat preparations operator,7511,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9662,5.4019,4.2793,20567.791139,0.4,0.765,0.677495,81,54,80,54,10,8,http://data.europa.eu/esco/occupation/7e33b166-4a6d-40f3-8048-83b3a9d3ef49
1517,wood products assembler,8219,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,2.0,2.1526,6.7,4.178,29810.139535,0.333333,0.5525,0.606905,89,13,89,13,9,1,http://data.europa.eu/esco/occupation/7eadbe33-d62e-4a82-8e3a-e89df5aefb2c
1518,postman/postwoman,4412,1,"technicians, construction, transport & security workers",1.4,transport & security workers,High risk,2.0,1.9987,1.5579,2.304,23091.710204,0.375,0.5725,0.598174,6,4,6,4,4,2,http://data.europa.eu/esco/occupation/7ed2e153-8da8-4c0d-b4c5-3402c623f34b
1519,hydropower technician,3113,5,engineers & researchers,5.2,various engineers & architects,Lower risk,3.0,3.2011,7.293,6.1348,31488.873239,0.16129,0.765,0.801007,53,22,49,20,8,3,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995
1521,broadcasting programme director,3435,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,4.0,5.0828,7.3022,2.8733,19027.489777,0.676471,0.42,0.368622,67,9,58,8,25,5,http://data.europa.eu/esco/occupation/7f0d69cf-8b02-4a84-865a-37585dea9b43
1523,physicist,2111,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,9.2343,7.691,4.3874,40549.974359,0.75,0.465,0.340955,41,22,34,18,3,0,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21
1524,usher,9629,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,2.0,1.8408,2.4669,1.8873,11548.19697,0.214286,0.815,0.800223,24,12,10,7,10,7,http://data.europa.eu/esco/occupation/7f346896-a4fb-47a1-9572-13398bc297a6
1525,book-sewing machine operator,7323,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.1012,5.2865,4.3447,22030.372093,0.105263,0.5525,0.703095,128,75,128,75,3,0,http://data.europa.eu/esco/occupation/7f35043b-ebb5-40bf-9974-46a29915f6bf
1526,aircraft marshaller,5419,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,4.7463,6.0512,4.124,16593.799392,0.333333,0.6575,0.662067,17,2,17,2,1,0,http://data.europa.eu/esco/occupation/7f7d2bfe-f038-436f-95ff-29bc90726430
1527,water plant technician,3132,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.0556,5.7564,4.5716,21750.916667,0.111111,0.495,0.663325,30,4,30,4,12,0,http://data.europa.eu/esco/occupation/7f800e7d-9d86-406a-9116-b5eca7526869
1528,gravure press operator,7322,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,3.0,2.1426,5.0706,3.227,21832.691489,0.25,0.4225,0.562917,131,78,131,78,90,51,http://data.europa.eu/esco/occupation/7fbe45c6-1914-43ba-9cfb-e0a4e051da92
1531,speech and language therapist,2266,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,5.0,8.191,4.0075,4.0526,30328.0,0.578947,0.7925,0.577654,36,23,30,20,9,7,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7
1533,printmaker,2651,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,4.1688,5.9817,3.8677,26266.0,0.6,0.0925,0.192354,2,2,2,2,0,0,http://data.europa.eu/esco/occupation/802a0e5d-5625-4166-a1f0-d13e2586df55
1534,aquaculture rearing technician,6221,13,animal care & husbandry workers,13.3,aquaculture workers,Lower risk,4.0,4.4715,6.857,5.2661,20861.0,0.318182,0.6625,0.67209,23,10,23,10,0,0,http://data.europa.eu/esco/occupation/802d3a2f-b966-42e3-94df-683adfcff20c
1535,dryer attendant,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,2.045,3.2805,3.5332,20363.62,0.055556,0.345,0.570818,118,67,117,67,46,30,http://data.europa.eu/esco/occupation/804f1ae2-429c-48a9-9858-d5d42df144eb
1536,poultry sexer,6122,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,2.0,2.3153,4.8606,3.9468,20861.0,0.071429,0.325,0.54935,31,16,31,16,13,6,http://data.europa.eu/esco/occupation/8050a89e-563b-4073-943b-84b0c4286c1f
1538,assayer,2146,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,3.0,4.5735,4.4165,3.6283,36554.033333,0.230769,0.5825,0.669385,6,1,6,1,4,0,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8
1539,materials handler,9333,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.0613,3.2942,2.461,21378.347633,0.117647,0.7,0.785905,12,4,11,4,1,1,http://data.europa.eu/esco/occupation/808becc8-5a4e-4e71-a043-c2ea32b56ae3
1544,nature conservation officer,2133,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,3.0,3.9021,5.9996,4.8821,32143.652968,0.285714,0.675,0.694365,31,4,31,4,9,1,http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319
1551,knowledge engineer,2529,12,ict workers,12.3,data workers,Lower risk,4.0,6.4393,7.6712,4.1907,34431.367647,0.764706,0.515,0.348104,52,13,35,12,7,3,http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f
1555,milk reception operator,7513,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20080.0,0.052632,0.4775,0.672583,113,61,112,60,18,6,http://data.europa.eu/esco/occupation/8188136d-df82-4910-91e1-b185ec17c3c9
1556,aircraft maintenance engineer,3153,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,3.4473,5.5237,4.7538,32754.0,0.107143,0.535,0.691143,105,33,103,33,8,4,http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd
1558,train driver,8311,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.34,4.734,4.5795,53344.411765,0.2,0.4975,0.630872,0,0,0,0,0,0,http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee
1559,vocational teacher,2320,7,education workers,7.1,instructors & vocational teachers,Lower risk,3.0,5.252,8.2972,3.8284,27240.768116,0.733333,0.7575,0.449444,16,13,15,12,7,6,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a
1561,hospitality establishment receptionist,4224,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,2.0,2.5993,2.9653,2.7463,13593.0,0.388889,0.635,0.622941,47,19,21,7,13,4,http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6
1562,airport maintenance technician,3119,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,4.7463,6.0512,4.124,27329.903418,0.333333,0.6575,0.662067,12,3,12,3,1,0,http://data.europa.eu/esco/occupation/822bbc2d-bc6a-4fb5-afb8-89170120c6d8
1563,logistics and distribution manager,1324,10,logistics workers,10.1,logistics & distribution managers,High risk,4.0,6.1669,7.8994,4.1666,38833.807914,0.651163,0.4825,0.410261,53,2,41,1,25,0,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5
1568,occupational therapy assistant,2269,11,healthcare workers,11.3,naturopathic & physical therapists,Lower risk,3.0,5.3855,4.5698,3.0959,29851.831579,0.380952,0.815,0.710298,11,5,10,5,0,0,http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c
1569,non-destructive testing specialist,7543,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,3.5,4.6848,5.1,22430.367647,0.478873,0.6,0.559174,24,3,23,3,3,0,http://data.europa.eu/esco/occupation/82d75f3b-644a-4582-ad6b-a2a1833e44cb
1573,chief information officer,1330,12,ict workers,12.1,"ict system engineers, adminstrators & managers",High risk,4.0,5.5503,8.8748,3.8264,50358.915423,0.842105,0.4075,0.253657,63,16,49,11,33,10,http://data.europa.eu/esco/occupation/82f90e87-de92-4678-adae-61d3e5f7e1e4
1574,election agent,2432,2,business & administration workers,2.5,public officials,Lower risk,4.0,6.1666,7.334,3.417,31558.968023,0.8,0.4575,0.30249,37,4,33,4,1,0,http://data.europa.eu/esco/occupation/82fe0140-7069-47f9-a7d4-d63a611cb5bd
1578,tool grinder,7224,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.4062,4.2655,4.1724,26387.578431,0.136364,0.465,0.633712,117,50,117,50,109,43,http://data.europa.eu/esco/occupation/835d118e-11db-4b11-b055-d78bfe426cac
1580,engine minder,8350,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.0727,3.1291,3.0248,20485.0,0.157895,0.6875,0.760886,26,8,26,8,7,1,http://data.europa.eu/esco/occupation/837502a6-57d9-4df4-903a-8a67dd53927f
1581,rolling stock assembler,8211,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.5437,5.1766,4.4145,29879.320665,0.133333,0.6875,0.771902,157,41,157,41,103,25,http://data.europa.eu/esco/occupation/839d738b-8b54-4408-868a-6d8af102d2de
1584,fish production operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.25,3.6939,3.7605,20363.62,0.058824,0.725,0.826047,96,68,95,68,12,8,http://data.europa.eu/esco/occupation/83de6811-975d-4f7c-b81e-604c0c17e800
1585,news anchor,2656,6,arts & media workers,6.2,"journalists, publishers & composers",Lower risk,4.0,5.0889,7.1648,3.4624,26266.0,0.571429,0.5425,0.482183,11,3,9,3,0,0,http://data.europa.eu/esco/occupation/83e45d86-1bce-45c5-ba8b-097738f9f28b
1588,aquatic animal health professional,2250,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,10.7794,4.5168,3.6436,35393.0,0.421053,0.905,0.723842,41,5,39,4,27,3,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007
1590,event assistant,3332,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,4.0,4.6675,6.8149,5.0891,20432.969543,0.7,0.7175,0.46395,12,2,10,2,3,1,http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb
1592,soil surveying technician,3111,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,5.564,5.6877,4.6122,25086.502646,0.2,0.44,0.593296,59,16,57,16,30,14,http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af
1593,pet sitter,5164,13,animal care & husbandry workers,13.1,animal care workers & trainers  ,Lower risk,2.0,2.8472,3.9418,3.1114,28274.0,0.411765,0.6625,0.624264,12,11,11,10,5,4,http://data.europa.eu/esco/occupation/84cdc2ef-ee7c-42b1-be19-5e1c6b537f8f
1594,plastic furniture machine operator,8142,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,1.8396,4.5717,4.0574,24469.8,0.064516,0.6825,0.799042,129,67,129,67,3,0,http://data.europa.eu/esco/occupation/84d45916-eef7-4c58-a73c-3639c9965014
1595,prepared meat operator,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9251,3.7921,4.3542,20363.62,,0.725,,83,52,83,52,0,0,http://data.europa.eu/esco/occupation/84dfc210-db07-4a83-87fe-d6131907ea83
1597,stunt performer,3435,6,arts & media workers,6.4,perfomers,Lower risk,2.0,3.5201,3.5583,3.6012,19027.489777,0.5,0.95,0.689202,4,3,4,3,0,0,http://data.europa.eu/esco/occupation/84f20f5d-149a-4512-b319-18a81d3d6026
1598,tax clerk,4312,2,business & administration workers,2.2,accounting & financial services workers,High risk,3.0,4.5513,5.5082,4.7199,20066.08022,0.714286,0.565,0.401782,16,4,6,0,4,0,http://data.europa.eu/esco/occupation/84fabf82-4abf-4f41-99aa-55718a2e500b
1599,sales engineer,2433,3,sales & services workers,3.2,customer representatives,High risk,4.0,5.0812,7.2332,3.4623,41242.61354,0.8,0.515,0.320936,24,5,19,3,12,2,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d
1602,funeral services director,5163,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,3.0,4.8107,4.6048,4.2655,23050.0,0.4375,0.72,0.636396,49,4,40,4,34,4,http://data.europa.eu/esco/occupation/857ed740-f4ae-43d0-8295-d6181f1d7eed
1603,textile technologist,2141,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers,Lower risk,4.0,5.5009,6.3647,4.7729,34623.158215,0.478873,0.5225,0.521813,5,3,5,3,1,0,http://data.europa.eu/esco/occupation/85acc7e9-1fac-4e91-962b-8b8031f39487
1605,sensory scientist,2113,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,6.8076,3.72,3.4,36778.830769,0.555556,0.52,0.48074,8,0,8,0,1,0,http://data.europa.eu/esco/occupation/8606c0fd-c7cb-404d-887f-3a30ef7a81b4
1606,deburring machine operator,8122,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.2128,4.3425,3.5772,22295.4,0.133333,0.5475,0.68884,152,101,152,101,88,63,http://data.europa.eu/esco/occupation/862ed9e5-96ec-410d-a0fd-5206a05a7954
1607,sawmill operator,8172,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,2.0,2.0675,3.5657,3.4827,22093.623188,0.1,0.57,0.71624,161,93,161,93,93,58,http://data.europa.eu/esco/occupation/865adac9-9bb7-4680-a13d-62b2942974ac
1608,user interface developer,2512,12,ict workers,12.2,developers & testers,High risk,3.0,4.7504,5.6667,3.292,42158.815789,0.818182,0.4375,0.282038,30,14,23,11,14,7,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c
1609,automated assembly line operator,3139,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.0678,2.985,2.7619,28403.636364,,0.655,,101,21,101,21,4,3,http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d
1610,mineralogist,2114,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,7.5426,5.6671,4.3328,42983.0,0.666667,0.395,0.362859,34,10,30,8,11,3,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6
