id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
1611,roustabout,8113,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,1.0,1.7165,2.7936,2.9478,26037.989011,0.0,0.885,0.940744,5,2,5,2,3,1,http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d
1613,electrical engineer,2151,5,engineers & researchers,5.2,various engineers & architects,Lower risk,4.0,6.3676,7.3575,4.5437,36489.627397,0.590909,0.4825,0.444282,62,23,56,21,26,10,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22
1614,concrete products machine operator,8114,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1468,2.851,2.8643,25048.173913,0.114286,0.605,0.732023,16,7,16,7,0,0,http://data.europa.eu/esco/occupation/86da9311-1f7a-40bb-af65-ed2a7178fcae
1615,mountain guide,3423,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,3.0,3.82,3.7813,4.033,27503.0,,0.53,,5,0,5,0,3,0,http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321
1618,set designer,3432,6,arts & media workers,6.1,art & media technicians,Lower risk,5.0,7.218,6.9096,3.364,26412.934307,0.555556,0.5325,0.486484,17,5,9,4,0,0,http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73
1620,chemistry technician,3111,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,3.0,4.5735,4.4165,3.6283,25086.502646,0.230769,0.5825,0.669385,37,13,36,13,14,6,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816
1621,clothing finisher,9321,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers,Lower risk,2.0,2.5185,6.4062,4.0768,19352.47191,0.2,0.365,0.54037,11,6,11,6,0,0,http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86
1622,dairy products manufacturing worker,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,124,67,123,67,75,42,http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835
1627,human rights officer,2619,2,business & administration workers,2.5,public officials,High risk,4.0,6.1439,6.917,4.1474,69224.0,0.641026,0.4075,0.382468,9,2,9,2,0,0,http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0
1628,parking valet,8322,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,1.6555,2.1523,1.9013,22256.896135,0.214286,0.7325,0.758641,21,5,19,5,11,3,http://data.europa.eu/esco/occupation/880a6cd1-2356-4994-8983-ac364763beaf
1629,textile dyer,8154,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers,Lower risk,2.0,2.5328,2.3327,2.5863,17050.390244,0.125,0.46,0.634429,22,12,22,12,1,1,http://data.europa.eu/esco/occupation/884beda8-d242-4fc3-a097-dc11098a7c3d
1630,marine mechanic,7233,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.8559,6.7561,5.9495,30467.26087,0.230769,0.715,0.74162,75,21,75,21,26,9,http://data.europa.eu/esco/occupation/88589d68-b870-440e-8444-32e9935cbbbc
1632,wash deinking operator,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,1.8852,3.0533,3.1081,20238.148148,0.0,0.3225,0.567891,121,59,121,59,85,46,http://data.europa.eu/esco/occupation/8870032b-9be3-4fd4-b9fb-1d8d9de33c5f
1633,firefighter,5411,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.1718,4.2606,5.4201,27457.771429,0.15,0.885,0.867323,45,3,44,3,1,0,http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39
1634,miniature set designer,3432,6,arts & media workers,6.1,art & media technicians,Lower risk,5.0,7.218,6.9096,3.364,26412.934307,0.555556,0.5325,0.486484,3,1,2,1,0,0,http://data.europa.eu/esco/occupation/88760821-9df4-47a6-a1c2-ac08b9759396
1636,vessel engine assembler,8211,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.5437,5.1766,4.4145,29879.320665,0.133333,0.6875,0.771902,149,34,149,34,99,22,http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e
1637,filament winding operator,8142,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.0906,3.8199,3.6987,24469.8,0.090909,0.83,0.868646,147,39,147,39,7,0,http://data.europa.eu/esco/occupation/88b21b2f-350c-4f41-9680-a53f8ea708ed
1640,water traffic coordinator,4323,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,2.0,2.6491,4.4222,3.134,18991.19709,0.666667,0.58,0.439697,25,5,12,2,10,2,http://data.europa.eu/esco/occupation/8908d5aa-ac58-465e-9b75-7e02ed4af3a9
1642,doll maker,7533,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,3.68,5.28,4.4,20914.636364,0.5,0.34,0.412311,15,3,15,3,3,0,http://data.europa.eu/esco/occupation/8918dda6-d99b-4572-a8ba-2a786bf5e4e9
1646,fitter and turner,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,3.0,2.9387,6.1231,4.6476,30509.523305,0.304348,0.515,0.598549,39,4,39,4,17,1,http://data.europa.eu/esco/occupation/898f99f7-8c0a-4212-9e58-9ab00379e5ae
1647,location manager,3435,6,arts & media workers,6.3,creative managers & graphic designers,Lower risk,4.0,5.8324,6.5546,3.7019,19027.489777,0.676471,0.64,0.455037,32,2,26,2,6,1,http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2
1649,septic tank servicer,7126,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,1.0,1.8571,3.4418,3.2349,30837.176606,0.125,0.765,0.818153,16,2,16,2,3,0,http://data.europa.eu/esco/occupation/89a6d6e5-8362-4b99-b745-1c68bffbda77
1650,ICT account manager,2434,3,sales & services workers,3.2,customer representatives,Lower risk,4.0,5.6657,7.1171,3.2234,34084.973684,0.842105,0.355,0.236754,68,19,50,15,17,1,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b
1651,ecologist,2133,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,6.5935,6.493,4.5472,32143.652968,0.694444,0.4025,0.350694,34,5,34,5,12,0,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28
1657,dietitian,2265,11,healthcare workers,11.3,naturopathic & physical therapists,Lower risk,5.0,7.4277,6.1818,3.0462,29440.436364,0.714286,0.6925,0.444811,42,23,37,20,9,6,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f
1659,food and beverage packaging technologist,2141,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,4.0,6.8076,3.72,3.4,34623.158215,0.555556,0.52,0.48074,13,4,11,3,5,0,http://data.europa.eu/esco/occupation/8a925aca-f636-437c-8962-5deae170e246
1661,shipwright,7214,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.6278,5.816,4.3322,32092.127976,0.272727,0.565,0.641022,69,23,69,23,7,2,http://data.europa.eu/esco/occupation/8afab6c4-6145-4ea1-a0ae-d2c3438bda7e
1663,defence administration officer,1219,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,3.0,3.9636,6.9711,3.4248,34973.799762,0.692308,0.45,0.372104,35,1,24,1,0,0,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7
1665,metal engraver,7316,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.0623,4.7928,4.5546,22926.812121,0.142857,0.455,0.6245,65,33,65,33,6,3,http://data.europa.eu/esco/occupation/8b2d562c-8407-49cd-9843-636c352b8c82
1666,vineyard manager,6112,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,3.3821,6.5544,5.4749,30788.0,0.318182,0.43,0.541463,11,1,11,1,0,0,http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86
1668,ICT project manager,1330,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,4.0,5.8572,7.4284,4.25,50358.915423,0.735849,0.5125,0.367937,64,13,50,11,5,1,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525
1669,pipeline compliance coordinator,3119,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,5.2409,6.1056,3.7549,27329.903418,0.48,0.465,0.491732,54,3,52,3,13,0,http://data.europa.eu/esco/occupation/8b828b9f-e41a-48d1-9d35-2c4378279a79
1670,power tool repair technician,7412,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.132,5.2154,4.1054,32003.736923,0.083333,0.5975,0.740073,60,11,59,11,4,0,http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c
1671,carpet handicraft worker,7318,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers,Lower risk,2.0,2.023,2.9116,3.2023,21611.487805,0.176471,0.4425,0.603665,23,12,23,12,7,3,http://data.europa.eu/esco/occupation/8b97d85f-4a7a-4908-aa72-9c947c0cb0cd
1672,blow moulding machine operator,8142,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.5608,4.7591,3.896,24469.8,0.1,0.66,0.770714,175,88,175,88,10,1,http://data.europa.eu/esco/occupation/8b98dbc3-11f7-4720-86de-dcecee368be1
1673,plastic rolling machine operator,8142,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.823,3.8068,4.4822,24469.8,0.230769,0.65,0.707107,142,85,142,85,18,5,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f
1678,Freinet school teacher,2342,7,education workers,7.2,teachers & childcare workers,Lower risk,4.0,6.3814,4.1597,3.8837,26474.16955,0.565217,0.855,0.609704,30,22,26,19,4,1,http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3
1679,political affairs officer,2422,2,business & administration workers,2.5,public officials,Lower risk,5.0,10.1656,3.3995,2.2996,33292.986333,1.0,0.3075,0.0,18,3,14,3,2,1,http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a
1683,architect,2161,5,engineers & researchers,5.2,various engineers & architects,Lower risk,4.0,7.1479,6.2583,5.8148,40712.0,0.615385,0.5275,0.450427,37,7,32,6,0,0,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b
1684,database administrator,2521,12,ict workers,12.3,data workers,Lower risk,4.0,6.4393,7.6712,4.1907,39651.49904,0.764706,0.515,0.348104,43,13,30,8,7,1,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc
1685,tent installer,7215,6,arts & media workers,6.1,art & media technicians,Lower risk,2.0,2.096,5.8351,4.1828,31541.523121,0.222222,0.7675,0.772622,65,4,65,4,2,0,http://data.europa.eu/esco/occupation/8c778238-98a4-4fec-a828-a4e978fb7a64
1686,medical practice manager,3344,2,business & administration workers,2.4,business managers,Lower risk,5.0,6.077,7.1168,3.3849,24581.801268,0.625,0.45,0.410792,99,19,73,12,40,8,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00
1687,aviation surveillance and code coordination manager,1349,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,4.7463,6.0512,4.124,42935.325666,0.333333,0.6575,0.662067,3,0,3,0,0,0,http://data.europa.eu/esco/occupation/8c8ec7a2-adbb-4d1a-9a56-a7048d66c00b
1689,tourist animator,2659,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,1.0,1.401,2.7421,2.6774,26266.0,0.375,0.835,0.722409,2,2,2,2,0,0,http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05
1690,management assistant,3343,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,3.0,4.489,6.6837,3.1881,20236.082051,0.6,0.3875,0.3937,48,12,24,3,22,3,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f
1691,ground lighting officer,7412,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,4.7463,6.0512,4.124,32003.736923,0.333333,0.6575,0.662067,13,1,12,1,0,0,http://data.europa.eu/esco/occupation/8cf68522-dfc9-43c0-9f65-892703f4705e
1694,upsetting machine operator,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.823,3.8068,4.4822,30509.523305,0.230769,0.65,0.707107,96,53,96,53,14,6,http://data.europa.eu/esco/occupation/8d3cc890-5902-4fac-9438-6098a3ee437c
1695,nurse responsible for general care,2221,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,3.0,5.126,5.3276,3.2981,28262.0,0.341463,0.94,0.786781,28,17,22,17,8,7,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50
1696,precast moulder,8114,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1468,2.851,2.8643,25048.173913,0.114286,0.605,0.732023,8,3,8,3,0,0,http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3
1698,armoured car driver,8322,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.4274,3.0519,2.6453,22256.896135,0.230769,0.7875,0.778312,28,7,26,6,2,0,http://data.europa.eu/esco/occupation/8d4ce4a2-3453-4aa3-befb-7a24595cd68f
1699,financial analyst,2413,2,business & administration workers,2.2,accounting & financial services workers,High risk,4.0,6.6944,7.8367,4.9258,38150.69112,0.692308,0.47,0.380283,50,13,30,8,24,7,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c
1700,social care worker,3412,14,social workers,14.2,care workers & counsellors,High risk,4.0,5.5743,4.1416,3.2409,22871.190205,0.615385,0.79,0.551222,57,14,36,6,27,4,http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab
1701,roughneck,8113,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,1.0,1.7165,2.7936,2.9478,26037.989011,0.0,0.885,0.940744,8,2,8,2,4,1,http://data.europa.eu/esco/occupation/8d765d88-c8d6-406e-8dfe-e37c5aa89be6
1702,database designer,2521,12,ict workers,12.3,data workers,Lower risk,4.0,6.7925,8.1248,3.833,39651.49904,0.735849,0.4575,0.347634,61,18,42,16,23,8,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427
1705,packaging production manager,2141,5,engineers & researchers,5.2,various engineers & architects,High risk,4.0,5.4443,7.4526,5.1725,34623.158215,0.666667,0.5525,0.429146,33,1,23,1,18,1,http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c
1706,loan officer,3312,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,3.0,4.1355,5.8359,4.3697,28168.75974,0.791667,0.42,0.295804,49,19,24,8,13,5,http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628
1707,horticulture production team leader,6113,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,3.0,4.8333,6.7853,3.9088,19895.811594,0.315789,0.7175,0.700658,17,8,17,8,16,8,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a
1709,real estate agent,3334,2,business & administration workers,2.2,accounting & financial services workers,High risk,3.0,2.9519,2.6183,4.1429,30066.853659,0.7,0.71,0.461519,54,10,32,7,25,7,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab
1712,exhibition registrar,2621,6,arts & media workers,6.3,creative managers & graphic designers,Lower risk,5.0,8.7438,8.2079,4.057,35927.515982,0.625,0.4375,0.405046,12,6,12,6,0,0,http://data.europa.eu/esco/occupation/8f324afc-6ae8-48f5-af68-0fac08024fd1
1714,laminating machine operator,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0737,3.3148,3.6848,20238.148148,0.117647,0.6975,0.784501,147,96,147,96,60,39,http://data.europa.eu/esco/occupation/8f654b67-89f8-4669-8c9c-a4875bf22699
1715,coking furnace operator,8131,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,1.6414,3.9668,4.5612,22211.820144,0.142857,0.4275,0.605333,44,9,44,9,40,8,http://data.europa.eu/esco/occupation/8f71761e-6fa5-4237-a240-4d0c7feff026
1717,move manager,1324,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,4.0,6.1669,7.8994,4.1666,38833.807914,0.651163,0.4825,0.410261,47,2,40,2,25,1,http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4
1718,automated cable vehicle controller,8343,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.1391,5.9754,4.9077,23801.455,0.111111,0.5775,0.716473,1,0,1,0,0,0,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f
1720,electrolytic cell maker,8114,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1468,2.851,2.8643,25048.173913,0.114286,0.605,0.732023,4,2,4,2,0,0,http://data.europa.eu/esco/occupation/8fdce434-caaa-42c7-a77c-7ba8d1cbc4be
1721,intercultural communication consultant,2432,2,business & administration workers,2.5,public officials,Lower risk,4.0,6.1666,7.334,3.417,31558.968023,0.8,0.4575,0.30249,53,0,45,0,0,0,http://data.europa.eu/esco/occupation/903dc1bf-2da8-477d-83b2-687d360cf1da
1724,cook,5120,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,2.5133,3.7289,2.6448,11312.741483,0.307692,0.6975,0.694899,22,6,22,6,3,1,http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e
1725,aircraft maintenance technician,7232,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,3.4473,5.5237,4.7538,30467.26087,0.107143,0.535,0.691143,99,33,98,33,9,4,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258
1726,starch extraction operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,92,57,91,57,11,5,http://data.europa.eu/esco/occupation/9161b2df-624c-4f5e-ad6c-0392439fa5c3
1729,leather goods industrial engineer,2141,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,High risk,4.0,5.4443,7.4526,5.1725,34623.158215,0.666667,0.5525,0.429146,6,3,5,3,5,3,http://data.europa.eu/esco/occupation/91d0f74b-8612-49cc-a7da-83ee3c4b94d9
1730,printed circuit board designer,3118,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters",Lower risk,3.0,4.2972,7.5297,3.678,27788.647887,0.823529,0.47,0.287995,17,4,14,3,0,0,http://data.europa.eu/esco/occupation/91e35fd9-ac59-48ef-8416-c06a201b2da8
1732,rail intermodal equipment operator,9333,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,1.9022,3.6849,3.7879,21378.347633,0.0,0.8475,0.920598,8,1,8,1,0,0,http://data.europa.eu/esco/occupation/92371348-ef8f-41ce-9666-c903b57cc8b4
